seed,policy,provisioning_delay_epochs,miss_to_action_cost_ratio,normalized_cost,missed_event_fraction,action_rate
20260797,satcap,1,10,1.74,0.12,0.54
20260797,satcap,2,10,1.9200000000000002,0.14,0.52
20260798,no_action,0,10,5.0,0.5,0.0
20260798,no_action,1,10,5.0,0.5,0.0
20260798,no_action,2,10,5.0,0.5,0.0
20260798,reactive,0,10,1.7,0.12,0.5
20260798,reactive,1,10,2.28,0.18,0.48
20260798,reactive,2,10,2.26,0.18,0.46
20260798,snapshot,0,10,1.28,0.06,0.68
20260798,snapshot,1,10,1.2999999999999998,0.06,0.7
20260798,snapshot,2,10,1.1,0.04,0.7
20260798,satcap,0,10,1.7,0.12,0.5
20260798,satcap,1,10,2.28,0.18,0.48
20260798,satcap,2,10,2.26,0.18,0.46
20260799,no_action,0,10,5.6000000000000005,0.56,0.0
20260799,no_action,1,10,5.6000000000000005,0.56,0.0
20260799,no_action,2,10,5.6000000000000005,0.56,0.0
20260799,reactive,0,10,1.76,0.12,0.56
20260799,reactive,1,10,2.14,0.16,0.54
20260799,reactive,2,10,2.54,0.2,0.54
20260799,snapshot,0,10,5.040000000000001,0.46,0.44
20260799,snapshot,1,10,4.66,0.42,0.46
20260799,snapshot,2,10,4.48,0.4,0.48
20260799,satcap,0,10,1.76,0.12,0.56
20260799,satcap,1,10,2.14,0.16,0.54
20260799,satcap,2,10,2.54,0.2,0.54
20260800,no_action,0,10,6.4,0.64,0.0
20260800,no_action,1,10,6.4,0.64,0.0
20260800,no_action,2,10,6.4,0.64,0.0
20260800,reactive,0,10,1.6400000000000001,0.1,0.64
20260800,reactive,1,10,1.8199999999999998,0.12,0.62
20260800,reactive,2,10,2.22,0.16,0.62
20260800,snapshot,0,10,2.16,0.16,0.56
20260800,snapshot,1,10,2.16,0.16,0.56
20260800,snapshot,2,10,2.38,0.18,0.58
20260800,satcap,0,10,1.6400000000000001,0.1,0.64
20260800,satcap,1,10,1.8199999999999998,0.12,0.62
20260800,satcap,2,10,2.22,0.16,0.62
20260801,no_action,0,10,4.2,0.42,0.0
20260801,no_action,1,10,4.2,0.42,0.0
20260801,no_action,2,10,4.2,0.42,0.0
20260801,reactive,0,10,1.24,0.08,0.44
20260801,reactive,1,10,1.66,0.12,0.46
20260801,reactive,2,10,1.8800000000000001,0.14,0.48
20260801,snapshot,0,10,1.0,0.02,0.8
20260801,snapshot,1,10,1.0,0.02,0.8
20260801,snapshot,2,10,1.0,0.02,0.8
20260801,satcap,0,10,1.24,0.08,0.44
20260801,satcap,1,10,1.66,0.12,0.46
20260801,satcap,2,10,1.8800000000000001,0.14,0.48
20260802,no_action,0,10,8.0,0.8,0.0
20260802,no_action,1,10,8.0,0.8,0.0
20260802,no_action,2,10,8.0,0.8,0.0
20260802,reactive,0,10,2.0,0.12,0.8
20260802,reactive,1,10,2.22,0.14,0.82
20260802,reactive,2,10,2.44,0.16,0.84
20260802,snapshot,0,10,4.9,0.44,0.5
20260802,snapshot,1,10,4.52,0.4,0.52
20260802,snapshot,2,10,4.7,0.42,0.5
20260802,satcap,0,10,2.0,0.12,0.8
20260802,satcap,1,10,2.22,0.14,0.82
20260802,satcap,2,10,2.44,0.16,0.84
20260803,no_action,0,10,5.8,0.58,0.0
20260803,no_action,1,10,5.8,0.58,0.0
20260803,no_action,2,10,5.8,0.58,0.0
20260803,reactive,0,10,1.98,0.14,0.58
20260803,reactive,1,10,2.16,0.16,0.56
20260803,reactive,2,10,2.36,0.18,0.56
20260803,snapshot,0,10,2.34,0.16,0.74
20260803,snapshot,1,10,1.96,0.12,0.76
20260803,snapshot,2,10,1.56,0.08,0.76
20260803,satcap,0,10,1.6,0.1,0.6
20260803,satcap,1,10,1.98,0.14,0.58
20260803,satcap,2,10,2.58,0.2,0.58
20260804,no_action,0,10,7.4,0.74,0.0
20260804,no_action,1,10,7.4,0.74,0.0
20260804,no_action,2,10,7.4,0.74,0.0
20260804,reactive,0,10,2.74,0.2,0.74
20260804,reactive,1,10,2.54,0.18,0.74
20260804,reactive,2,10,2.16,0.14,0.76
20260804,snapshot,0,10,1.96,0.12,0.76
20260804,snapshot,1,10,1.78,0.1,0.78
20260804,snapshot,2,10,2.18,0.14,0.78
20260804,satcap,0,10,2.74,0.2,0.74
20260804,satcap,1,10,2.54,0.18,0.74
20260804,satcap,2,10,2.16,0.14,0.76
20260805,no_action,0,10,7.6,0.76,0.0
20260805,no_action,1,10,7.6,0.76,0.0
20260805,no_action,2,10,7.6,0.76,0.0
20260805,reactive,0,10,2.34,0.16,0.74
20260805,reactive,1,10,2.16,0.14,0.76
20260805,reactive,2,10,2.54,0.18,0.74
20260805,snapshot,0,10,2.8600000000000003,0.22,0.66
20260805,snapshot,1,10,3.24,0.26,0.64
20260805,snapshot,2,10,3.24,0.26,0.64
20260805,satcap,0,10,2.34,0.16,0.74
20260805,satcap,1,10,2.16,0.14,0.76
20260805,satcap,2,10,2.54,0.18,0.74
20260806,no_action,0,10,4.6000000000000005,0.46,0.0
20260806,no_action,1,10,4.6000000000000005,0.46,0.0
20260806,no_action,2,10,4.6000000000000005,0.46,0.0
20260806,reactive,0,10,2.66,0.22,0.46
20260806,reactive,1,10,3.06,0.26,0.46
20260806,reactive,2,10,3.44,0.3,0.44
20260806,snapshot,0,10,2.42,0.2,0.42
20260806,snapshot,1,10,2.62,0.22,0.42
20260806,snapshot,2,10,3.0,0.26,0.4
20260806,satcap,0,10,2.66,0.22,0.46
20260806,satcap,1,10,3.06,0.26,0.46
20260806,satcap,2,10,3.44,0.3,0.44
20260807,no_action,0,10,4.6000000000000005,0.46,0.0
20260807,no_action,1,10,4.6000000000000005,0.46,0.0
20260807,no_action,2,10,4.6000000000000005,0.46,0.0
20260807,reactive,0,10,1.48,0.1,0.48
20260807,reactive,1,10,1.7,0.12,0.5
20260807,reactive,2,10,2.12,0.16,0.52
20260807,snapshot,0,10,1.6,0.1,0.6
20260807,snapshot,1,10,1.7999999999999998,0.12,0.6
20260807,snapshot,2,10,2.42,0.18,0.62
20260807,satcap,0,10,1.48,0.1,0.48
20260807,satcap,1,10,1.7,0.12,0.5
20260807,satcap,2,10,2.12,0.16,0.52
20260808,no_action,0,10,5.4,0.54,0.0
20260808,no_action,1,10,5.4,0.54,0.0
20260808,no_action,2,10,5.4,0.54,0.0
20260808,reactive,0,10,1.74,0.12,0.54
20260808,reactive,1,10,1.9400000000000002,0.14,0.54
20260808,reactive,2,10,2.54,0.2,0.54
20260808,snapshot,0,10,1.7799999999999998,0.12,0.58
20260808,snapshot,1,10,1.98,0.14,0.58
20260808,snapshot,2,10,2.18,0.16,0.58
20260808,satcap,0,10,2.18,0.14,0.78
20260808,satcap,1,10,2.16,0.14,0.76
20260808,satcap,2,10,1.98,0.12,0.78
20260809,no_action,0,10,4.0,0.4,0.0
20260809,no_action,1,10,4.0,0.4,0.0
20260809,no_action,2,10,4.0,0.4,0.0
20260809,reactive,0,10,1.8000000000000003,0.14,0.4
20260809,reactive,1,10,2.0,0.16,0.4
20260809,reactive,2,10,1.98,0.16,0.38
20260809,snapshot,0,10,1.68,0.12,0.48
20260809,snapshot,1,10,1.8800000000000001,0.14,0.48
20260809,snapshot,2,10,1.66,0.12,0.46
20260809,satcap,0,10,1.8000000000000003,0.14,0.4
20260809,satcap,1,10,2.0,0.16,0.4
20260809,satcap,2,10,1.98,0.16,0.38
20260810,no_action,0,10,6.0,0.6,0.0
20260810,no_action,1,10,6.0,0.6,0.0
20260810,no_action,2,10,6.0,0.6,0.0
20260810,reactive,0,10,2.22,0.16,0.62
20260810,reactive,1,10,2.04,0.14,0.64
20260810,reactive,2,10,2.24,0.16,0.64
20260810,snapshot,0,10,1.98,0.14,0.58
20260810,snapshot,1,10,2.0,0.14,0.6
20260810,snapshot,2,10,1.8199999999999998,0.12,0.62
20260810,satcap,0,10,2.22,0.16,0.62
20260810,satcap,1,10,2.04,0.14,0.64
20260810,satcap,2,10,2.24,0.16,0.64
20260811,no_action,0,10,7.4,0.74,0.0
20260811,no_action,1,10,7.4,0.74,0.0
20260811,no_action,2,10,7.4,0.74,0.0
20260811,reactive,0,10,1.74,0.1,0.74
20260811,reactive,1,10,2.12,0.14,0.72
20260811,reactive,2,10,2.3200000000000003,0.16,0.72
20260811,snapshot,0,10,2.08,0.14,0.68
20260811,snapshot,1,10,2.46,0.18,0.66
20260811,snapshot,2,10,3.06,0.24,0.66
20260811,satcap,0,10,1.74,0.1,0.74
20260811,satcap,1,10,2.12,0.14,0.72
20260811,satcap,2,10,2.3200000000000003,0.16,0.72
20260812,no_action,0,10,6.800000000000001,0.68,0.0
20260812,no_action,1,10,6.800000000000001,0.68,0.0
20260812,no_action,2,10,6.800000000000001,0.68,0.0
20260812,reactive,0,10,1.48,0.08,0.68
20260812,reactive,1,10,2.2600000000000002,0.16,0.66
20260812,reactive,2,10,2.8600000000000003,0.22,0.66
20260812,snapshot,0,10,1.7,0.1,0.7
20260812,snapshot,1,10,2.1,0.14,0.7
20260812,snapshot,2,10,2.5,0.18,0.7
20260812,satcap,0,10,1.48,0.08,0.68
20260812,satcap,1,10,2.2600000000000002,0.16,0.66
20260812,satcap,2,10,2.8600000000000003,0.22,0.66
20260813,no_action,0,10,5.0,0.5,0.0
20260813,no_action,1,10,5.0,0.5,0.0
20260813,no_action,2,10,5.0,0.5,0.0
20260813,reactive,0,10,1.9000000000000001,0.14,0.5
20260813,reactive,1,10,2.5,0.2,0.5
20260813,reactive,2,10,2.5,0.2,0.5
20260813,snapshot,0,10,2.2399999999999998,0.18,0.44
20260813,snapshot,1,10,2.64,0.22,0.44
20260813,snapshot,2,10,2.64,0.22,0.44
20260813,satcap,0,10,1.9000000000000001,0.14,0.5
20260813,satcap,1,10,2.5,0.2,0.5
20260813,satcap,2,10,2.5,0.2,0.5
20260814,no_action,0,10,4.4,0.44,0.0
20260814,no_action,1,10,4.4,0.44,0.0
20260814,no_action,2,10,4.4,0.44,0.0
20260814,reactive,0,10,2.06,0.16,0.46
20260814,reactive,1,10,2.86,0.24,0.46
20260814,reactive,2,10,3.08,0.26,0.48
20260814,snapshot,0,10,1.5,0.1,0.5
20260814,snapshot,1,10,2.5,0.2,0.5
20260814,snapshot,2,10,2.72,0.22,0.52
20260814,satcap,0,10,2.06,0.16,0.46
20260814,satcap,1,10,2.86,0.24,0.46
20260814,satcap,2,10,3.08,0.26,0.48
20260815,no_action,0,10,7.800000000000001,0.78,0.0
20260815,no_action,1,10,7.800000000000001,0.78,0.0
20260815,no_action,2,10,7.800000000000001,0.78,0.0
20260815,reactive,0,10,1.96,0.12,0.76
20260815,reactive,1,10,2.9400000000000004,0.22,0.74
20260815,reactive,2,10,3.12,0.24,0.72
20260815,snapshot,0,10,3.9400000000000004,0.34,0.54
20260815,snapshot,1,10,4.52,0.4,0.52
20260815,snapshot,2,10,4.1,0.36,0.5
20260815,satcap,0,10,1.96,0.12,0.76
20260815,satcap,1,10,2.9400000000000004,0.22,0.74
20260815,satcap,2,10,3.12,0.24,0.72
20260816,no_action,0,10,6.2,0.62,0.0
20260816,no_action,1,10,6.2,0.62,0.0
20260816,no_action,2,10,6.2,0.62,0.0
20260816,reactive,0,10,2.8000000000000003,0.22,0.6
20260816,reactive,1,10,3.3800000000000003,0.28,0.58
20260816,reactive,2,10,3.16,0.26,0.56
20260816,snapshot,0,10,3.14,0.26,0.54
20260816,snapshot,1,10,3.14,0.26,0.54
20260816,snapshot,2,10,3.52,0.3,0.52
20260816,satcap,0,10,2.8000000000000003,0.22,0.6
20260816,satcap,1,10,3.3800000000000003,0.28,0.58
20260816,satcap,2,10,3.16,0.26,0.56
20260817,no_action,0,10,8.8,0.88,0.0
20260817,no_action,1,10,8.8,0.88,0.0
20260817,no_action,2,10,8.8,0.88,0.0
20260817,reactive,0,10,1.48,0.06,0.88
20260817,reactive,1,10,1.48,0.06,0.88
20260817,reactive,2,10,1.6600000000000001,0.08,0.86
20260817,snapshot,0,10,7.960000000000001,0.78,0.16
20260817,snapshot,1,10,8.18,0.8,0.18
20260817,snapshot,2,10,8.0,0.78,0.2
20260817,satcap,0,10,1.48,0.06,0.88
20260817,satcap,1,10,1.48,0.06,0.88
20260817,satcap,2,10,1.6600000000000001,0.08,0.86
20260818,no_action,0,10,4.6000000000000005,0.46,0.0
20260818,no_action,1,10,4.6000000000000005,0.46,0.0
20260818,no_action,2,10,4.6000000000000005,0.46,0.0
20260818,reactive,0,10,2.06,0.16,0.46
20260818,reactive,1,10,1.66,0.12,0.46
20260818,reactive,2,10,2.26,0.18,0.46
20260818,snapshot,0,10,1.88,0.12,0.68
20260818,snapshot,1,10,1.28,0.06,0.68
20260818,snapshot,2,10,1.6800000000000002,0.1,0.68
20260818,satcap,0,10,2.06,0.16,0.46
20260818,satcap,1,10,1.66,0.12,0.46
20260818,satcap,2,10,2.26,0.18,0.46
20260819,no_action,0,10,3.4000000000000004,0.34,0.0
20260819,no_action,1,10,3.4000000000000004,0.34,0.0
20260819,no_action,2,10,3.4000000000000004,0.34,0.0
20260819,reactive,0,10,1.1400000000000001,0.08,0.34
20260819,reactive,1,10,1.1400000000000001,0.08,0.34
20260819,reactive,2,10,1.34,0.1,0.34
20260819,snapshot,0,10,1.5,0.12,0.3
20260819,snapshot,1,10,1.32,0.1,0.32
20260819,snapshot,2,10,1.7200000000000002,0.14,0.32
20260819,satcap,0,10,1.1400000000000001,0.08,0.34
20260819,satcap,1,10,1.1400000000000001,0.08,0.34
20260819,satcap,2,10,1.34,0.1,0.34
20260820,no_action,0,10,9.8,0.98,0.0
20260820,no_action,1,10,9.8,0.98,0.0
20260820,no_action,2,10,9.8,0.98,0.0
20260820,reactive,0,10,1.18,0.02,0.98
20260820,reactive,1,10,1.18,0.02,0.98
20260820,reactive,2,10,1.18,0.02,0.98
20260820,snapshot,0,10,1.18,0.02,0.98
20260820,snapshot,1,10,1.18,0.02,0.98
20260820,snapshot,2,10,1.18,0.02,0.98
20260820,satcap,0,10,1.18,0.02,0.98
20260820,satcap,1,10,1.18,0.02,0.98
20260820,satcap,2,10,1.18,0.02,0.98
20260821,no_action,0,10,5.8,0.58,0.0
20260821,no_action,1,10,5.8,0.58,0.0
20260821,no_action,2,10,5.8,0.58,0.0
20260821,reactive,0,10,2.38,0.18,0.58
20260821,reactive,1,10,2.4,0.18,0.6
20260821,reactive,2,10,2.42,0.18,0.62
20260821,snapshot,0,10,1.6,0.08,0.8
20260821,snapshot,1,10,1.6,0.08,0.8
20260821,snapshot,2,10,1.6,0.08,0.8
20260821,satcap,0,10,2.38,0.18,0.58
20260821,satcap,1,10,2.4,0.18,0.6
20260821,satcap,2,10,2.42,0.18,0.62
20260822,no_action,0,10,7.199999999999999,0.72,0.0
20260822,no_action,1,10,7.199999999999999,0.72,0.0
20260822,no_action,2,10,7.199999999999999,0.72,0.0
20260822,reactive,0,10,1.72,0.1,0.72
20260822,reactive,1,10,1.74,0.1,0.74
20260822,reactive,2,10,1.3599999999999999,0.06,0.76
20260822,snapshot,0,10,1.52,0.08,0.72
20260822,snapshot,1,10,2.14,0.14,0.74
20260822,snapshot,2,10,1.96,0.12,0.76
20260822,satcap,0,10,1.72,0.1,0.72
20260822,satcap,1,10,1.74,0.1,0.74
20260822,satcap,2,10,1.3599999999999999,0.06,0.76
20260823,no_action,0,10,4.6000000000000005,0.46,0.0
20260823,no_action,1,10,4.6000000000000005,0.46,0.0
20260823,no_action,2,10,4.6000000000000005,0.46,0.0
20260823,reactive,0,10,2.06,0.16,0.46
20260823,reactive,1,10,2.08,0.16,0.48
20260823,reactive,2,10,2.08,0.16,0.48
20260823,snapshot,0,10,2.2399999999999998,0.18,0.44
20260823,snapshot,1,10,2.06,0.16,0.46
20260823,snapshot,2,10,2.66,0.22,0.46
20260823,satcap,0,10,3.1,0.26,0.5
20260823,satcap,1,10,3.3200000000000003,0.28,0.52
20260823,satcap,2,10,2.52,0.2,0.52
20260824,no_action,0,10,6.4,0.64,0.0
20260824,no_action,1,10,6.4,0.64,0.0
20260824,no_action,2,10,6.4,0.64,0.0
20260824,reactive,0,10,2.04,0.14,0.64
20260824,reactive,1,10,2.22,0.16,0.62
20260824,reactive,2,10,2.6,0.2,0.6
20260824,snapshot,0,10,2.2600000000000002,0.16,0.66
20260824,snapshot,1,10,2.44,0.18,0.64
20260824,snapshot,2,10,2.8200000000000003,0.22,0.62
20260824,satcap,0,10,2.04,0.14,0.64
20260824,satcap,1,10,2.22,0.16,0.62
20260824,satcap,2,10,2.6,0.2,0.6
20260825,no_action,0,10,6.0,0.6,0.0
20260825,no_action,1,10,6.0,0.6,0.0
20260825,no_action,2,10,6.0,0.6,0.0
20260825,reactive,0,10,2.0,0.14,0.6
20260825,reactive,1,10,2.58,0.2,0.58
20260825,reactive,2,10,2.38,0.18,0.58
20260825,snapshot,0,10,2.46,0.2,0.46
20260825,snapshot,1,10,3.04,0.26,0.44
20260825,snapshot,2,10,3.24,0.28,0.44
20260825,satcap,0,10,2.0,0.14,0.6
20260825,satcap,1,10,2.58,0.2,0.58
20260825,satcap,2,10,2.38,0.18,0.58
20260826,no_action,0,10,6.800000000000001,0.68,0.0
20260826,no_action,1,10,6.800000000000001,0.68,0.0
20260826,no_action,2,10,6.800000000000001,0.68,0.0
20260826,reactive,0,10,1.88,0.12,0.68
20260826,reactive,1,10,2.48,0.18,0.68
20260826,reactive,2,10,2.68,0.2,0.68
20260826,snapshot,0,10,1.76,0.1,0.76
20260826,snapshot,1,10,2.18,0.14,0.78
20260826,snapshot,2,10,1.98,0.12,0.78
20260826,satcap,0,10,1.0,0.0,1.0
20260826,satcap,1,10,1.0,0.0,1.0
20260826,satcap,2,10,1.0,0.0,1.0
20260727,no_action,0,20,12.4,0.62,0.0
20260727,no_action,1,20,12.4,0.62,0.0
20260727,no_action,2,20,12.4,0.62,0.0
20260727,reactive,0,20,2.62,0.1,0.62
20260727,reactive,1,20,3.02,0.12,0.62
20260727,reactive,2,20,4.199999999999999,0.18,0.6
20260727,snapshot,0,20,2.7,0.1,0.7
20260727,snapshot,1,20,2.7,0.1,0.7
20260727,snapshot,2,20,2.3,0.08,0.7
20260727,satcap,0,20,2.62,0.1,0.62
20260727,satcap,1,20,3.02,0.12,0.62
20260727,satcap,2,20,4.199999999999999,0.18,0.6
20260728,no_action,0,20,6.4,0.32,0.0
20260728,no_action,1,20,6.4,0.32,0.0
20260728,no_action,2,20,6.4,0.32,0.0
20260728,reactive,0,20,3.1,0.14,0.3
20260728,reactive,1,20,2.6999999999999997,0.12,0.3
20260728,reactive,2,20,3.8999999999999995,0.18,0.3
20260728,snapshot,0,20,2.0,0.08,0.4
20260728,snapshot,1,20,2.0,0.08,0.4
20260728,snapshot,2,20,3.9999999999999996,0.18,0.4
20260728,satcap,0,20,3.1,0.14,0.3
20260728,satcap,1,20,2.6999999999999997,0.12,0.3
20260728,satcap,2,20,3.8999999999999995,0.18,0.3
20260729,no_action,0,20,11.200000000000001,0.56,0.0
20260729,no_action,1,20,11.200000000000001,0.56,0.0
20260729,no_action,2,20,11.200000000000001,0.56,0.0
20260729,reactive,0,20,3.3400000000000003,0.14,0.54
20260729,reactive,1,20,4.16,0.18,0.56
20260729,reactive,2,20,4.58,0.2,0.58
20260729,snapshot,0,20,2.34,0.08,0.74
20260729,snapshot,1,20,2.76,0.1,0.76
20260729,snapshot,2,20,3.5600000000000005,0.14,0.76
20260729,satcap,0,20,2.42,0.08,0.82
20260729,satcap,1,20,2.8,0.1,0.8
20260729,satcap,2,20,3.2,0.12,0.8
20260730,no_action,0,20,12.4,0.62,0.0
20260730,no_action,1,20,12.4,0.62,0.0
20260730,no_action,2,20,12.4,0.62,0.0
20260730,reactive,0,20,2.62,0.1,0.62
20260730,reactive,1,20,4.22,0.18,0.62
20260730,reactive,2,20,4.22,0.18,0.62
20260730,snapshot,0,20,3.92,0.16,0.72
20260730,snapshot,1,20,4.319999999999999,0.18,0.72
20260730,snapshot,2,20,4.3,0.18,0.7
20260730,satcap,0,20,2.62,0.1,0.62
20260730,satcap,1,20,4.22,0.18,0.62
20260730,satcap,2,20,4.22,0.18,0.62
20260731,no_action,0,20,10.8,0.54,0.0
20260731,no_action,1,20,10.8,0.54,0.0
20260731,no_action,2,20,10.8,0.54,0.0
20260731,reactive,0,20,2.54,0.1,0.54
20260731,reactive,1,20,3.3200000000000003,0.14,0.52
20260731,reactive,2,20,4.119999999999999,0.18,0.52
20260731,snapshot,0,20,1.96,0.06,0.76
20260731,snapshot,1,20,1.56,0.04,0.76
20260731,snapshot,2,20,2.76,0.1,0.76
20260731,satcap,0,20,2.54,0.1,0.54
20260731,satcap,1,20,3.3200000000000003,0.14,0.52
20260731,satcap,2,20,4.119999999999999,0.18,0.52
20260732,no_action,0,20,13.200000000000001,0.66,0.0
20260732,no_action,1,20,13.200000000000001,0.66,0.0
20260732,no_action,2,20,13.200000000000001,0.66,0.0
20260732,reactive,0,20,3.8600000000000003,0.16,0.66
20260732,reactive,1,20,4.66,0.2,0.66
20260732,reactive,2,20,6.260000000000001,0.28,0.66
20260732,snapshot,0,20,4.6,0.2,0.6
20260732,snapshot,1,20,5.0,0.22,0.6
20260732,snapshot,2,20,6.6,0.3,0.6
20260732,satcap,0,20,3.8600000000000003,0.16,0.66
20260732,satcap,1,20,4.66,0.2,0.66
20260732,satcap,2,20,6.260000000000001,0.28,0.66
20260733,no_action,0,20,13.600000000000001,0.68,0.0
20260733,no_action,1,20,13.600000000000001,0.68,0.0
20260733,no_action,2,20,13.600000000000001,0.68,0.0
20260733,reactive,0,20,2.68,0.1,0.68
20260733,reactive,1,20,3.08,0.12,0.68
20260733,reactive,2,20,3.8800000000000003,0.16,0.68
20260733,snapshot,0,20,3.4800000000000004,0.14,0.68
20260733,snapshot,1,20,3.8800000000000003,0.16,0.68
20260733,snapshot,2,20,5.08,0.22,0.68
20260733,satcap,0,20,2.68,0.1,0.68
20260733,satcap,1,20,3.08,0.12,0.68
20260733,satcap,2,20,3.8800000000000003,0.16,0.68
20260734,no_action,0,20,11.200000000000001,0.56,0.0
20260734,no_action,1,20,11.200000000000001,0.56,0.0
20260734,no_action,2,20,11.200000000000001,0.56,0.0
20260734,reactive,0,20,3.3400000000000003,0.14,0.54
20260734,reactive,1,20,4.92,0.22,0.52
20260734,reactive,2,20,4.9,0.22,0.5
20260734,snapshot,0,20,1.98,0.06,0.78
20260734,snapshot,1,20,2.76,0.1,0.76
20260734,snapshot,2,20,2.74,0.1,0.74
20260734,satcap,0,20,3.3400000000000003,0.14,0.54
20260734,satcap,1,20,4.92,0.22,0.52
20260734,satcap,2,20,4.9,0.22,0.5
20260735,no_action,0,20,9.200000000000001,0.46,0.0
20260735,no_action,1,20,9.200000000000001,0.46,0.0
20260735,no_action,2,20,9.200000000000001,0.46,0.0
20260735,reactive,0,20,3.68,0.16,0.48
20260735,reactive,1,20,4.880000000000001,0.22,0.48
20260735,reactive,2,20,5.279999999999999,0.24,0.48
20260735,snapshot,0,20,7.739999999999999,0.38,0.14
20260735,snapshot,1,20,7.739999999999999,0.38,0.14
20260735,snapshot,2,20,8.16,0.4,0.16
20260735,satcap,0,20,8.52,0.42,0.12
20260735,satcap,1,20,7.739999999999999,0.38,0.14
20260735,satcap,2,20,7.339999999999999,0.36,0.14
20260736,no_action,0,20,17.2,0.86,0.0
20260736,no_action,1,20,17.2,0.86,0.0
20260736,no_action,2,20,17.2,0.86,0.0
20260736,reactive,0,20,2.08,0.06,0.88
20260736,reactive,1,20,1.7000000000000002,0.04,0.9
20260736,reactive,2,20,2.5,0.08,0.9
20260736,snapshot,0,20,3.96,0.16,0.76
20260736,snapshot,1,20,2.7800000000000002,0.1,0.78
20260736,snapshot,2,20,3.6000000000000005,0.14,0.8
20260736,satcap,0,20,2.08,0.06,0.88
20260736,satcap,1,20,1.7000000000000002,0.04,0.9
20260736,satcap,2,20,2.5,0.08,0.9
20260737,no_action,0,20,10.8,0.54,0.0
20260737,no_action,1,20,10.8,0.54,0.0
20260737,no_action,2,20,10.8,0.54,0.0
20260737,reactive,0,20,2.54,0.1,0.54
20260737,reactive,1,20,3.72,0.16,0.52
20260737,reactive,2,20,4.119999999999999,0.18,0.52
20260737,snapshot,0,20,1.56,0.04,0.76
20260737,snapshot,1,20,2.3600000000000003,0.08,0.76
20260737,snapshot,2,20,3.54,0.14,0.74
20260737,satcap,0,20,2.54,0.1,0.54
20260737,satcap,1,20,3.72,0.16,0.52
20260737,satcap,2,20,4.119999999999999,0.18,0.52
20260738,no_action,0,20,12.8,0.64,0.0
20260738,no_action,1,20,12.8,0.64,0.0
20260738,no_action,2,20,12.8,0.64,0.0
20260738,reactive,0,20,3.8200000000000003,0.16,0.62
20260738,reactive,1,20,5.0,0.22,0.6
20260738,reactive,2,20,4.199999999999999,0.18,0.6
20260738,snapshot,0,20,3.4400000000000004,0.14,0.64
20260738,snapshot,1,20,5.0200000000000005,0.22,0.62
20260738,snapshot,2,20,4.22,0.18,0.62
20260738,satcap,0,20,3.8200000000000003,0.16,0.62
20260738,satcap,1,20,5.0,0.22,0.6
20260738,satcap,2,20,4.199999999999999,0.18,0.6
20260739,no_action,0,20,11.6,0.58,0.0
20260739,no_action,1,20,11.6,0.58,0.0
20260739,no_action,2,20,11.6,0.58,0.0
20260739,reactive,0,20,4.16,0.18,0.56
20260739,reactive,1,20,4.54,0.2,0.54
20260739,reactive,2,20,4.54,0.2,0.54
20260739,snapshot,0,20,1.6,0.04,0.8
20260739,snapshot,1,20,1.98,0.06,0.78
20260739,snapshot,2,20,2.38,0.08,0.78
20260739,satcap,0,20,4.16,0.18,0.56
20260739,satcap,1,20,4.54,0.2,0.54
20260739,satcap,2,20,4.54,0.2,0.54
20260740,no_action,0,20,10.8,0.54,0.0
20260740,no_action,1,20,10.8,0.54,0.0
20260740,no_action,2,20,10.8,0.54,0.0
20260740,reactive,0,20,3.72,0.16,0.52
20260740,reactive,1,20,3.72,0.16,0.52
20260740,reactive,2,20,4.1,0.18,0.5
20260740,snapshot,0,20,4.06,0.18,0.46
20260740,snapshot,1,20,4.46,0.2,0.46
20260740,snapshot,2,20,4.840000000000001,0.22,0.44
20260740,satcap,0,20,3.72,0.16,0.52
20260740,satcap,1,20,3.72,0.16,0.52
20260740,satcap,2,20,4.1,0.18,0.5
20260741,no_action,0,20,10.4,0.52,0.0
20260741,no_action,1,20,10.4,0.52,0.0
20260741,no_action,2,20,10.4,0.52,0.0
20260741,reactive,0,20,3.7,0.16,0.5
20260741,reactive,1,20,4.880000000000001,0.22,0.48
20260741,reactive,2,20,4.48,0.2,0.48
20260741,snapshot,0,20,1.96,0.06,0.76
20260741,snapshot,1,20,2.3600000000000003,0.08,0.76
20260741,snapshot,2,20,3.1399999999999997,0.12,0.74
20260741,satcap,0,20,3.7,0.16,0.5
20260741,satcap,1,20,4.880000000000001,0.22,0.48
20260741,satcap,2,20,4.48,0.2,0.48
20260742,no_action,0,20,9.200000000000001,0.46,0.0
20260742,no_action,1,20,9.200000000000001,0.46,0.0
20260742,no_action,2,20,9.200000000000001,0.46,0.0
20260742,reactive,0,20,4.880000000000001,0.22,0.48
20260742,reactive,1,20,5.68,0.26,0.48
20260742,reactive,2,20,4.9,0.22,0.5
20260742,snapshot,0,20,4.9,0.22,0.5
20260742,snapshot,1,20,4.52,0.2,0.52
20260742,snapshot,2,20,4.54,0.2,0.54
20260742,satcap,0,20,4.880000000000001,0.22,0.48
20260742,satcap,1,20,5.68,0.26,0.48
20260742,satcap,2,20,4.9,0.22,0.5
20260743,no_action,0,20,14.8,0.74,0.0
20260743,no_action,1,20,14.8,0.74,0.0
20260743,no_action,2,20,14.8,0.74,0.0
20260743,reactive,0,20,2.74,0.1,0.74
20260743,reactive,1,20,3.1399999999999997,0.12,0.74
